company,date,IQ_TOTAL_REV_target,IQ_TOTAL_REV_OLS
IQ1002655,2014-12-31,167.28575,210.16175428086018
IQ100410633,2013-06-30,14.892776999999997,10.13679228890492
IQ10158679,2013-03-31,45.699932000000004,47.682118367778365
IQ10246536,2016-06-30,2.981706,5.449996127664211
IQ1029971,2012-06-30,83.6,94.00992452871448
IQ103375,2012-12-31,8662.533000000001,8282.745809389251
IQ1051103,2013-12-31,72.53516,81.11670007703417
IQ10524718,2018-09-30,19.72131,24.19097068291089
IQ107137171,2015-12-31,1.1389799999999992,3.938833623281735
IQ1072270,2016-12-31,124.80972999999999,120.91611967316753
IQ107987804,2016-12-31,0.42190299999999975,3.497154246406873
IQ10838013,2013-06-30,2.8481199999999998,5.756466868282853
IQ109129442,2015-12-31,0.030327999999999765,2.823382114223372
IQ109640450,2013-12-31,0.42159800000000014,3.1634929496545174
IQ111855617,2013-09-30,0.2955369999999999,3.1246896275513665
IQ11257739,2013-06-30,5.889765000000001,6.897132315416074
IQ11323051,2014-07-31,2.795,5.455231924337356
IQ113495056,2015-06-30,3.2698859999999996,4.574940063274306
IQ114118554,2015-06-30,2.433147,5.030083951856922
IQ1144688,2014-06-30,3.165549,5.655623487201815
IQ114776342,2016-03-31,4.525999999999999,7.518254608355098
IQ115161163,2016-12-31,5.719458,11.488901794321475
IQ11518512,2015-03-31,0.5511300000000001,3.2586705936951925
IQ115221091,2018-03-31,0.24749999999999986,3.0777615611599325
IQ11609342,2018-09-30,6.397543000000001,9.076784790571606
IQ11611587,2012-07-31,0.40000000000000013,3.3483604119965533
IQ1165466,2013-09-30,47.855152,51.705633004750354
IQ11791622,2018-06-30,116.447174,113.9654782017365
IQ118749094,2014-06-30,1.3995729999999993,4.318322536666224
IQ118990719,2013-03-31,0.13897300000000018,2.9295170957068324
IQ1216695,2014-12-31,6.6663809999999994,9.372240835283966
IQ12505880,2015-06-30,0.9030870000000003,3.352129201013577
IQ125064,2014-06-30,0.005499999999999855,2.89160799961189
IQ125070,2015-06-30,13.05,17.677766055374544
IQ12668511,2015-03-31,1.6770000000000005,4.697652832189407
IQ1268289,2013-06-30,9.943946,14.478776137870097
IQ1268514,2017-12-31,1.1448149999999995,4.8039251599902055
IQ12703856,2012-12-31,16.192106,18.378019207318804
IQ127495643,2015-03-31,1.0460350000000005,3.9250352219500577
IQ128604422,2015-06-30,0.029955999999999837,2.857054486182235
IQ128628,2013-03-31,13.437000000000001,16.341276332706737
IQ129852091,2013-06-30,0.27470900000000037,2.9091359685633105
IQ131325,2015-12-31,0.0035580000000001583,2.8146828113968416
IQ131374495,2012-06-30,58.6825,26.61516911832448
IQ131424,2013-08-31,3.2967149999999994,5.892806490065094
IQ13199137,2018-09-30,24.142456,20.1536012458289
IQ132944609,2018-03-31,0.39966499999999977,3.272894331163599
IQ134377,2014-03-31,552.82104,585.8305498572364
IQ134659427,2015-03-31,2.031703,5.191152373677599
IQ134680324,2017-03-31,0.21381500000000028,3.2707684739094387
IQ135020,2012-06-30,340.29514,427.34877501472005
IQ135212,2012-06-30,1.2223380000000001,3.802339713060893
IQ135238,2013-06-30,258.27022999999997,298.1205725149281
IQ13529463,2018-06-30,2.175592,4.069122615125536
IQ13539385,2014-06-30,44.33678400000001,51.92941969407942
IQ135647,2016-03-31,10.159447,12.69335968677168
IQ135695,2014-09-30,1.880715,4.790848334363884
IQ136709,2013-12-31,1.1903930000000003,3.9416363488389656
IQ136714,2012-03-31,0.12607899999999994,3.022949010723394
IQ136934725,2013-12-31,0.01110300000000005,2.8415657620380057
IQ13746332,2017-03-31,27.557308,29.780615595979505
IQ137478764,2013-09-30,1.389672,4.483972979446098
IQ137490,2013-09-30,1.9156939999999991,4.8239746898656
IQ137717,2014-06-30,50.446999999999996,53.737099025203406
IQ137792,2014-12-31,24.50197,30.300577438303613
IQ138237911,2013-06-30,4.776183999999999,5.042093468825583
IQ138366296,2018-09-30,13.721823999999998,10.940789206854719
IQ138613386,2015-06-30,1.3317359999999996,4.181593398070909
IQ138820134,2015-03-31,0.5154969999999996,3.354827177540084
IQ139391,2015-06-30,0.7868369999999998,3.28985223068708
IQ139682,2014-12-31,0.0479899999999998,3.1240854475954594
IQ140571,2013-09-30,8.269793,8.808661123327958
IQ142230,2013-06-30,0.25991599999999987,3.195480633408959
IQ142264144,2018-06-30,2.7341439999999997,6.401333062700736
IQ1427461,2014-09-30,7.190270000000001,10.20087284592608
IQ144218,2015-05-31,250.85905,262.487427991702
IQ145808407,2014-12-31,8.489991999999999,11.742471164699795
IQ1458939,2015-06-30,1.1668909999999997,3.7925048768453795
IQ146198577,2015-12-31,1.261451,4.44011427869896
IQ155882,2018-09-30,37.421246000000004,32.937914126366216
IQ1595897,2018-06-30,0.7235550000000003,3.330084968597134
IQ167918,2016-06-30,40.99266,44.658472799709486
